layer,3-Way LR,3-Way MLP,Cascaded LR,Cascaded MLP
0,0.6243421953070526,0.6737978590234831,0.5834648970321857,0.6771556857161597
1,0.5874792396111567,0.650978795500476,0.5547638599883208,0.6499193657647253
2,0.6323505760896936,0.6874351801906199,0.5910671851678967,0.6843560008534807
3,0.6193686081556571,0.6583068346701592,0.5816038836339686,0.6615224242854061
4,0.6958238723447541,0.7234440681683952,0.6585415983791856,0.7253331081292468
5,0.7474385984713517,0.7646123910194408,0.7240787334590397,0.7607473448818417
6,0.7220101730631754,0.7502778094186605,0.6958261497831125,0.7473911244148357
7,0.6949188065014699,0.7232311257317199,0.6626464543235637,0.7228022635193261
8,0.734756831237875,0.7520327907407441,0.7089434571251978,0.7495162861747708
9,0.7711615287528873,0.770192638284971,0.7612861458507214,0.7753230251401929
10,0.7740220802778426,0.7757391731821536,0.7658680797323015,0.7790440432995073
11,0.7761792628223473,0.7810193459441267,0.7689596307489857,0.7785163207938767
12,0.7796268762593187,0.7831045248456215,0.7788755089315985,0.7878892573792523
13,0.7865598118106999,0.7956443272789265,0.7883402769002951,0.7953392968622047
14,0.7943364092182975,0.7972993085643821,0.7963732736954111,0.7977876322125504
15,0.8075749692325985,0.8022538688626971,0.8058625096236144,0.8093506797730584
16,0.8047803846124078,0.8095009610210617,0.8071173731695235,0.8105839231075347
17,0.8090967947528865,0.8104751724208837,0.8110961734184229,0.8141398672549319
18,0.8170319478522291,0.8178610644115288,0.8203649182843967,0.821147686728636
19,0.8229992092030667,0.8162432060549879,0.8234003069527885,0.8180166084189352
20,0.8199853691683838,0.8173999900468335,0.8207257840256871,0.8198349443452022
21,0.812987354352539,0.8127887413265821,0.8172606094687791,0.815111261274478
22,0.8091458867569475,0.8133191182893246,0.8109444102000474,0.8143179993597797
23,0.806473586265926,0.8080630142878548,0.8069407832785601,0.8113476658187646
24,0.801062559471799,0.8067736800279968,0.8021670760796944,0.8090778498245292
25,0.8001668688686517,0.8064457547226604,0.8001126268387247,0.8115559904539538
26,0.8000197835497381,0.8022821060251341,0.7972343596879647,0.8068651601169116
27,0.7959467068019433,0.8010957299717666,0.797998986093181,0.8036096264351905
