layer,f1_macro,f1_deception,f1_truth,cm_deception_deception,cm_norm_deception_deception,cm_deception_truth,cm_norm_deception_truth,cm_truth_deception,cm_norm_truth_deception,cm_truth_truth,cm_norm_truth_truth,auroc,n_samples
14,0.9608558003210879,0.9680827280726805,0.9536288725694952,3383,0.9676773455377574,113,0.03232265446224256,110,0.04579517069109076,2292,0.9542048293089093,0.996411436260578,5898
15,0.9596472251064596,0.9670429317665452,0.9522515184463739,3375,0.9653890160183066,121,0.03461098398169336,109,0.04537885095753539,2293,0.9546211490424646,0.9961864920986165,5898
16,0.9592886081622884,0.9667684219659897,0.9518087943585873,3374,0.9651029748283753,122,0.03489702517162471,110,0.04579517069109076,2292,0.9542048293089093,0.9962506203829165,5898
17,0.9593032156417758,0.9667427674282385,0.951863663855313,3373,0.9648169336384439,123,0.03518306636155606,109,0.04537885095753539,2293,0.9546211490424646,0.9964643861200729,5898
18,0.9573446958336835,0.9652128203580828,0.9494765713092844,3371,0.9642448512585813,125,0.03575514874141877,118,0.049125728559533725,2284,0.9508742714404663,0.9964678702331063,5898
19,0.9617560739545934,0.968753046399083,0.9547591015101038,3379,0.9665331807780321,117,0.03346681922196797,101,0.04204829308909242,2301,0.9579517069109076,0.9969962032435209,5898
20,0.9607049753182604,0.9678929979086817,0.9535169527278391,3377,0.9659610983981693,119,0.034038901601830665,105,0.043713572023313906,2297,0.9562864279766861,0.997071408753705,5898
21,0.962306486532918,0.9691433698105654,0.9554696032552705,3377,0.9659610983981693,119,0.034038901601830665,96,0.03996669442131557,2306,0.9600333055786844,0.9972077776492476,5898
22,0.9635136139698267,0.9701852696162208,0.9568419583234327,3384,0.9679633867276888,112,0.032036613272311214,96,0.03996669442131557,2306,0.9600333055786844,0.997207790180054,5898
23,0.9633183898501315,0.9700763478619662,0.9565604318382969,3388,0.9691075514874142,108,0.030892448512585814,101,0.04204829308909242,2301,0.9579517069109076,0.9972231964171879,5898
24,0.9636765084186794,0.9703466485979764,0.9570063682393822,3387,0.9688215102974829,109,0.031178489702517163,98,0.04079933388842631,2304,0.9592006661115737,0.9971718973772623,5898
25,0.9612002432692872,0.9683733759751456,0.9540271105634288,3385,0.9682494279176201,111,0.031750572082379865,110,0.04579517069109076,2292,0.9542048293089093,0.9971356556894111,5898
26,0.961221581247073,0.9683382060303686,0.9541049564637774,3381,0.9671052631578947,115,0.03289473684210526,106,0.04412989175686927,2296,0.9558701082431307,0.9970475480391252,5898
27,0.9610374232251487,0.9682100476056389,0.9538647988446586,3382,0.967391304347826,114,0.03260869565217391,108,0.044962531223980015,2294,0.95503746877602,0.9970373885593844,5898
28,0.9613823036498643,0.9685078709340285,0.9542567363657003,3384,0.9679633867276888,112,0.032036613272311214,108,0.044962531223980015,2294,0.95503746877602,0.996936247399123,5898
29,0.9615554331274503,0.9686550627778256,0.9544558034770748,3385,0.9682494279176201,111,0.031750572082379865,108,0.044962531223980015,2294,0.95503746877602,0.9968392253564463,5898
30,0.9603516120216334,0.9676083228557628,0.9530949011875041,3376,0.965675057208238,120,0.034324942791762014,106,0.04412989175686927,2296,0.9558701082431307,0.9967790456199254,5898
31,0.9601682764024433,0.9674800660720051,0.9528564867328816,3378,0.9662471395881007,118,0.033752860411899316,109,0.04537885095753539,2293,0.9546211490424646,0.9966516160190517,5898
32,0.9594663783788479,0.9669074661995591,0.9520252905581366,3377,0.9659610983981693,119,0.034038901601830665,112,0.0466278101582015,2290,0.9533721898417985,0.9965860345329766,5898
33,0.9580676111522362,0.9657529408657597,0.9503822814387126,3372,0.9645308924485125,124,0.03546910755148741,115,0.04787676935886761,2287,0.9521232306411324,0.9966277651903189,5898
34,0.959629256641007,0.9670760037285557,0.9521825095534583,3380,0.9668192219679634,116,0.03318077803203661,114,0.04746044962531224,2288,0.9525395503746877,0.9967510680733319,5898
35,0.9591041762909706,0.9666426246734783,0.9515657279084628,3378,0.9662471395881007,118,0.033752860411899316,115,0.04787676935886761,2287,0.9521232306411324,0.996726658596884,5898
