layer,f1_macro,f1_deception,f1_truth,cm_deception_deception,cm_norm_deception_deception,cm_deception_truth,cm_norm_deception_truth,cm_truth_deception,cm_norm_truth_deception,cm_truth_truth,cm_norm_truth_truth,auroc,n_samples
0,0.7466166373540346,0.8070692071599861,0.686164067548083,2950,0.8438215102974829,546,0.15617848970251716,863,0.35928393005828474,1539,0.6407160699417153,0.8187452958895556,5898
1,0.7682559279422184,0.8227603402510016,0.7137515156334352,2999,0.857837528604119,497,0.142162471395881,794,0.3305578684429642,1608,0.6694421315570358,0.8587451026074417,5898
2,0.828472428187508,0.8636493989131859,0.7932954574618302,3071,0.8784324942791762,425,0.1215675057208238,544,0.22647793505412156,1858,0.7735220649458784,0.9076771153534565,5898
3,0.824612602956126,0.8609084180875743,0.7883167878246778,3067,0.8772883295194508,429,0.12271167048054919,561,0.23355537052456288,1841,0.7664446294754371,0.9125479841140249,5898
4,0.8863757681144644,0.9079357918668809,0.864815744362048,3186,0.9113272311212814,310,0.08867276887871854,336,0.1398834304746045,2066,0.8601165695253955,0.9562278886500989,5898
5,0.8366413415815446,0.8701006544070836,0.8031820287560054,3093,0.8847254004576659,403,0.1152745995423341,520,0.21648626144879268,1882,0.7835137385512073,0.9198461784173693,5898
6,0.7862552783345063,0.8322809571334696,0.7402295995355429,2983,0.8532608695652174,513,0.14673913043478262,689,0.2868442964196503,1713,0.7131557035803497,0.8757309802114523,5898
7,0.7899824654658925,0.8344780615003703,0.7454868694314147,2983,0.8532608695652174,513,0.14673913043478262,670,0.27893422148209823,1732,0.7210657785179018,0.8737153965637334,5898
8,0.8601353995778928,0.8876408240102892,0.8326299751454963,3132,0.8958810068649885,364,0.10411899313501144,429,0.17860116569525394,1973,0.821398834304746,0.9405629720633476,5898
9,0.939808071309388,0.9508742375208389,0.9287419050979372,3319,0.9493707093821511,177,0.05062929061784897,166,0.06910907577019151,2236,0.9308909242298085,0.9871065967818382,5898
10,0.9198087555901218,0.934994228326202,0.9046232828540415,3280,0.9382151029748284,216,0.06178489702517163,240,0.09991673605328892,2162,0.9000832639467111,0.9767912820905847,5898
11,0.9441741218449504,0.9544868748913725,0.9338613687985283,3336,0.954233409610984,160,0.04576659038901602,158,0.06577851790174855,2244,0.9342214820982515,0.9873464052200104,5898
12,0.9381880849621135,0.9496593506137312,0.9267168193104958,3320,0.9496567505720824,176,0.05034324942791762,176,0.07327227310574522,2226,0.9267277268942548,0.9848866832562649,5898
13,0.951876311772692,0.9608277388956228,0.9429248846497614,3361,0.9613844393592678,135,0.038615560640732266,139,0.0578684429641965,2263,0.9421315570358035,0.9916757859354426,5898
