layer,f1_macro,f1_deception,f1_truth,cm_deception_deception,cm_norm_deception_deception,cm_deception_truth,cm_norm_deception_truth,cm_truth_deception,cm_norm_truth_deception,cm_truth_truth,cm_norm_truth_truth,auroc,n_samples
0,0.8279460859528186,0.8808432470127711,0.7750489248928661,5437,0.927657396348746,424,0.07234260365125406,1047,0.29229480737018426,2535,0.7077051926298158,0.8937146698020738,9443
1,0.8540918962367767,0.8941206784866796,0.8140631139868738,5379,0.9177614741511687,482,0.08223852584883126,792,0.22110552763819097,2790,0.7788944723618091,0.9243424047722992,9443
2,0.8724584377011296,0.9064018381377557,0.8385150372645036,5418,0.9244156287322982,443,0.07558437126770176,676,0.1887213847012842,2906,0.8112786152987158,0.9513314694051284,9443
3,0.8727902910390761,0.9058531082084406,0.8397274738697117,5388,0.9192970482852756,473,0.08070295171472446,647,0.1806253489670575,2935,0.8193746510329425,0.9502944471922474,9443
4,0.8835348332416744,0.9132690716343046,0.853800594849044,5412,0.9233919126428937,449,0.0766080873571063,579,0.16164154103852596,3003,0.838358458961474,0.9557415290950132,9443
5,0.9752480591567012,0.981246931568322,0.9692491867450803,5756,0.9820849684354206,105,0.017915031564579423,115,0.03210496929089894,3467,0.9678950307091011,0.9987577914427004,9443
6,0.9747040477525418,0.9807976850617282,0.9686104104433555,5746,0.9803787749530797,115,0.01962122504692032,110,0.030709101060859854,3472,0.9692908989391401,0.9987487282968905,9443
7,0.9743792618189924,0.9805271467143923,0.9682313769235924,5741,0.9795256782119093,120,0.02047432178809077,108,0.03015075376884422,3474,0.9698492462311558,0.9988104192508604,9443
8,0.9751617177555059,0.9811291228207683,0.9691943126902436,5746,0.9803787749530797,115,0.01962122504692032,106,0.02959240647682859,3476,0.9704075935231714,0.9985903194805626,9443
9,0.972784157696677,0.9793573098654278,0.9662110055279263,5743,0.9798669169083775,118,0.02013308309162259,124,0.03461753210496929,3458,0.9653824678950307,0.9976192916336835,9443
10,0.9620917390129788,0.9712638527756529,0.9529196252503048,5696,0.9718478075413752,165,0.028152192458624808,172,0.0480178671133445,3410,0.9519821328866555,0.993946740857637,9443
11,0.9740429127819268,0.9802697500750577,0.9678160754887959,5739,0.9791844395154411,122,0.02081556048455895,109,0.030429927414852037,3473,0.9695700725851479,0.9988649426250132,9443
12,0.9753875840431152,0.9812992538892852,0.9694759141969452,5746,0.9803787749530797,115,0.01962122504692032,104,0.029034059184812954,3478,0.9709659408151871,0.9989085295335556,9443
13,0.9750349639919753,0.9810615873626467,0.9690083406213038,5750,0.981061252346016,111,0.018938747653983963,111,0.03098827470686767,3471,0.9690117252931323,0.9988868504245414,9443
14,0.9744634033563503,0.9806456606755525,0.9682811460371481,5750,0.981061252346016,111,0.018938747653983963,116,0.03238414293690676,3466,0.9676158570630933,0.9988613804262589,9443
15,0.9739054630865702,0.9802137856933595,0.967597140479781,5746,0.9803787749530797,115,0.01962122504692032,117,0.032663316582914576,3465,0.9673366834170855,0.9988234018114159,9443
16,0.9742648570359667,0.9804436981169331,0.9680860159550001,5741,0.9795256782119093,120,0.02047432178809077,109,0.030429927414852037,3473,0.9695700725851479,0.9988063485178019,9443
17,0.9717996524260173,0.9785558193625828,0.9650434854894518,5729,0.9774782460331002,132,0.022521753966899847,119,0.0332216638749302,3463,0.9667783361250698,0.9987320242062177,9443
18,0.974030768091309,0.9802841549905393,0.9677773811920785,5744,0.9800375362566115,117,0.0199624637433885,114,0.031825795644891124,3468,0.9681742043551089,0.9987681985118513,9443
19,0.9739265749076336,0.9801883200460793,0.967664829769188,5741,0.9795256782119093,120,0.02047432178809077,112,0.03126744835287549,3470,0.9687325516471245,0.9987724551127265,9443
20,0.9725789631414961,0.979162115604152,0.9659958106788402,5735,0.9785019621225047,126,0.021498037877495307,118,0.03294249022892239,3464,0.9670575097710776,0.9987312804016952,9443
21,0.9715819937111995,0.9783766394861961,0.9647873479362028,5726,0.9769663879883979,135,0.023033612011602117,118,0.03294249022892239,3464,0.9670575097710776,0.9987222416355184,9443
22,0.9733656350048384,0.9797606074813784,0.9669706625282984,5737,0.9788432008189729,124,0.021156799181027128,113,0.031546621998883306,3469,0.9684533780011167,0.9987667463169079,9443
23,0.9730231444507762,0.9795100996220899,0.9665361892794626,5738,0.979013820167207,123,0.02098617983279304,117,0.032663316582914576,3465,0.9673366834170855,0.9987915366035898,9443
24,0.9738149140529966,0.9801026403936988,0.9675271877122945,5740,0.9793550588636751,121,0.020644941136324858,112,0.03126744835287549,3470,0.9687325516471245,0.998790480546441,9443
25,0.9734753965783607,0.9798489262400081,0.9671018669167134,5740,0.9793550588636751,121,0.020644941136324858,115,0.03210496929089894,3467,0.9678950307091011,0.9988138189365807,9443
26,0.9741549048465639,0.9803543264714559,0.9679554832216717,5740,0.9793550588636751,121,0.020644941136324858,109,0.030429927414852037,3473,0.9695700725851479,0.9988245268383487,9443
27,0.9744680064120159,0.9806384772912438,0.9682975355327882,5751,0.9812318716942501,110,0.018768128305749872,117,0.032663316582914576,3465,0.9673366834170855,0.9988674221540773,9443
28,0.9746049517215385,0.9806948988762855,0.9685150045667914,5743,0.9798669169083775,118,0.02013308309162259,108,0.03015075376884422,3474,0.9698492462311558,0.9988591946795523,9443
29,0.9729259923495939,0.9794058101374032,0.9664461745617844,5734,0.9783313427742706,127,0.021668657225729398,114,0.031825795644891124,3468,0.9681742043551089,0.9987858363797922,9443
30,0.972589378358705,0.9791484834254248,0.9660302732919851,5733,0.9781607234260365,128,0.02183927657396349,116,0.03238414293690676,3466,0.9676158570630933,0.9987808053597919,9443
31,0.9724732545919752,0.9790681283189402,0.9658783808650103,5733,0.9781607234260365,128,0.02183927657396349,117,0.032663316582914576,3465,0.9673366834170855,0.9987842720926908,9443
32,0.9724670490394349,0.9790766478068692,0.9658574502720008,5734,0.9783313427742706,127,0.021668657225729398,118,0.03294249022892239,3464,0.9670575097710776,0.9987753439708733,9443
33,0.9727937065251782,0.9793448851244382,0.966242527925918,5740,0.9793550588636751,121,0.020644941136324858,121,0.03378001116694584,3461,0.9662199888330542,0.998766389692193,9443
34,0.9718933060022739,0.9786638620824769,0.9651227499220709,5735,0.9785019621225047,126,0.021498037877495307,124,0.03461753210496929,3458,0.9653824678950307,0.9987522261986873,9443
35,0.9717968105038701,0.9785598488949031,0.9650337721128371,5729,0.9774782460331002,132,0.022521753966899847,119,0.0332216638749302,3463,0.9667783361250698,0.99875210766795,9443
36,0.9725644744258296,0.9791804188327641,0.9659485300188951,5738,0.979013820167207,123,0.02098617983279304,121,0.03378001116694584,3461,0.9662199888330542,0.998759389046168,9443
