layer,3-Way LR,3-Way MLP,Cascaded LR,Cascaded MLP
0,0.5617798234960251,0.6231777795786684,0.5552979863947861,0.6138394061879839
1,0.582343020510634,0.643817441059658,0.5658321846045536,0.6334904146649402
2,0.6028214900004806,0.6539714295732916,0.5871507393802811,0.6460831446040001
3,0.6153715108164884,0.6549723707612198,0.5987904209901322,0.6553121831236702
4,0.6244240456984261,0.654989184432166,0.6044546800807128,0.6568626527055179
5,0.6210764549562805,0.6570110937310646,0.6089580070622514,0.6526818494739198
6,0.6272273089053106,0.6454496598659442,0.6108905435823541,0.6548004287252008
7,0.6483102860084203,0.6475887063500796,0.6301613894813908,0.6524505376907593
8,0.6604000892136158,0.6556946978723048,0.634342054028643,0.6584664412377806
9,0.6680361865199355,0.6745011567668168,0.6454244636648522,0.6757070889115852
10,0.6781822185615276,0.6721666231236633,0.6566190123055146,0.6782938958022187
11,0.6785926852859627,0.6765128216480938,0.653742092365407,0.6760274612316884
12,0.676164968615146,0.6696631326995858,0.6579001981574506,0.6796376672175519
13,0.6863415483703962,0.6780244997117221,0.6656037053240084,0.6779091025358182
14,0.7105215105226762,0.6987514796286831,0.6993628884645925,0.7057613905527694
15,0.7126722654968333,0.7042907895271678,0.7086714622774918,0.7170997588053143
16,0.7216232167763157,0.7074828410522717,0.7185445148894152,0.7143789808569027
17,0.7295579060861398,0.7218962636600024,0.7239722082156265,0.7310925129959202
18,0.7375146620786408,0.7184310552096896,0.7348927522266836,0.7318822051555278
19,0.7473474326913697,0.7222323306670445,0.7429268393057398,0.7309135466648752
20,0.7560621037172947,0.7346126590111308,0.7523799578051932,0.7378584606234951
21,0.760951797736455,0.7374082167590973,0.7574493661320852,0.743789690666592
22,0.764600711264932,0.7479798080638478,0.7609739944625072,0.7520420009033065
23,0.7706304135167584,0.7504368647750529,0.7654306959293976,0.7549385045787341
24,0.7667609357090212,0.7441786555454261,0.7593930405053092,0.7522388975899873
25,0.7673441270820408,0.7436853204639563,0.7614258782788568,0.7504572503001175
26,0.772362887164482,0.7507216965799531,0.7600960656153953,0.7530635836836458
27,0.7699357413693241,0.7470891958401019,0.761415715739692,0.751274557522566
28,0.77041055647401,0.7472607353924546,0.7599017070990479,0.7495821353751241
29,0.763318525516142,0.7451816847215561,0.7563871939538839,0.7440456519074132
30,0.7669778686019928,0.7479916015176625,0.7622785289266846,0.7513319667811739
31,0.7681502123788754,0.7473456264031201,0.7575196666367944,0.7466334704040891
32,0.7683265496795973,0.7483054145243125,0.7606589993366996,0.7456015417521442
33,0.7660275545369141,0.7438636318198003,0.7581537170337116,0.7459964197798076
34,0.7720731493575883,0.7522980060525767,0.763220846060548,0.7592511463024803
35,0.767830770727894,0.7448488880232498,0.7609716374467341,0.7449948747574116
