layer,3-Way LR,3-Way MLP,Cascaded LR,Cascaded MLP
0,0.1905491342228102,0.326674095696701,0.1686517389232968,0.2851469420174742
1,0.2264702212321333,0.3821127550269527,0.1773815110276865,0.3430656934306569
2,0.2410380232018026,0.398108530531961,0.1997251488776912,0.3643329850226402
3,0.2772246764409586,0.4041016034093251,0.2247191011235955,0.392156862745098
4,0.2856183332405206,0.3996529771066154,0.2316636851520572,0.3919631093544137
5,0.2819016348033963,0.4144593577358619,0.2492348054219501,0.3931347150259067
6,0.2949393934429341,0.4048636670720394,0.2462222222222222,0.4128468974119114
7,0.3413462885474629,0.4098189135185084,0.2931541369172616,0.4046812442254389
8,0.3652746850415068,0.4212130533809742,0.2960135708227311,0.4200119832234871
9,0.3743244659531722,0.4392538301844838,0.3114617940199335,0.4350983358547655
10,0.3970095176983185,0.4457662751724859,0.3417207792207792,0.4407696933253157
11,0.3999575794437475,0.4436563494702836,0.3364562118126273,0.4423935695147365
12,0.3940213671343281,0.4384663170679509,0.343483556638246,0.4464339003282602
13,0.4120563426740454,0.442891299848032,0.3563958165728077,0.4324487334137515
14,0.4311120852187401,0.4638018830464131,0.4038240917782026,0.4615384615384615
15,0.4271279904012457,0.4649021240376993,0.4166031987814166,0.4861683343143025
16,0.4468521002854283,0.4720852776002873,0.4389705882352941,0.4757396449704142
17,0.4550776825356141,0.4943922632481807,0.4418604651162791,0.5002932551319648
18,0.4773500597398731,0.483412104922732,0.4709260588657573,0.4991150442477876
19,0.4956552970140094,0.4910265276499617,0.4846368715083798,0.4954981121115306
20,0.5151688299672939,0.5088591002935423,0.5025817555938038,0.5045255474452555
21,0.5234149814144377,0.5115159177053288,0.5149456521739131,0.517221249270286
22,0.5291449942247115,0.5304125274037081,0.5194546059195211,0.5238375515008828
23,0.5422639822897408,0.5370981489896098,0.5266311584553928,0.53125
24,0.5339445755340966,0.5235335238039649,0.5183957573748758,0.5281159420289855
25,0.5362756626453543,0.5164416558231963,0.5205570291777188,0.5206997084548105
26,0.5448786425832431,0.5315187863275153,0.5158940397350993,0.5275681950087058
27,0.5396393288832682,0.5270338832291488,0.5184696569920845,0.5215859030837005
28,0.5413612104066406,0.5240371815653222,0.5152116402116402,0.5205959684487291
29,0.5296170406797523,0.5210307608487332,0.5091758425091758,0.5121167883211679
30,0.5346402018953744,0.5288173613727396,0.5229146060006594,0.5252760023242301
31,0.5333506214345032,0.5241357044195838,0.5088245088245088,0.5181765724177726
32,0.5352605588288175,0.5279577820470517,0.513810316139767,0.5093567251461988
33,0.5269695594882181,0.509442054017077,0.5038681466532122,0.5111691325790543
34,0.5351791034783908,0.5237544020989683,0.5110515740120563,0.5327536231884058
35,0.5307280405768637,0.5151590461296831,0.5108369456485495,0.5045574830932079
