layer,3-Way LR,3-Way MLP,Cascaded LR,Cascaded MLP
0,0.7893619924145148,0.8184141797275462,0.7903633701583921,0.8248125426039536
1,0.8046218205527655,0.8266892908561578,0.8063441290150607,0.8288165599891053
2,0.8359424328156999,0.8402821307542888,0.8357124318712691,0.8404427645788337
3,0.8353949870878766,0.8379583296674431,0.8398799425812346,0.8396060973964656
4,0.8441339916536263,0.8358428430427003,0.8449561690435693,0.842475958282541
5,0.841881549476304,0.8330202260254749,0.8424234459193061,0.8386570613021612
6,0.8455843298779954,0.8233594786356857,0.8468799160985842,0.8300536672629696
7,0.8574613963514292,0.8335298504278533,0.8566883202969641,0.840257781434252
8,0.8606406116129639,0.8363596842640817,0.8590407865019264,0.8377783887819632
9,0.8704678281787814,0.8558573931026497,0.8705380927011188,0.8556899395272127
10,0.8733149723320353,0.8475722327704494,0.8715839745290528,0.8574561403508771
11,0.8718785183501074,0.8545568452122281,0.8716251985177342,0.8549365692222836
12,0.8740072624677776,0.8497787627521743,0.8748174697995487,0.8585151639906683
13,0.879742062338765,0.862450839908489,0.8804260985352863,0.8662910540057716
14,0.9124160800873604,0.8859786262589161,0.9131079078539674,0.8963716327652557
15,0.9189363615931389,0.8957533488273908,0.9192344237817294,0.9003029468465987
16,0.922717589182586,0.8973291854107263,0.9234749455337692,0.9013076393668272
17,0.9322314500374624,0.9055467301765312,0.9336440910337264,0.912749827705031
18,0.9328080189584124,0.9096637006961356,0.9333698930627914,0.9151982378854624
19,0.9392536450622152,0.9114794188198924,0.94,0.9201269140571112
20,0.9439882848279896,0.9175537054261378,0.946023897816234,0.9244161945557552
21,0.9449879410798012,0.920239095089458,0.946659334616442,0.9236504210962307
22,0.9512031988195744,0.9262451731403696,0.9509236283429832,0.9302775093193428
23,0.9520160795005148,0.9264009876018316,0.952905535665106,0.9321354526606772
24,0.9510813095449564,0.9258589500038564,0.94994499449945,0.9294916193378584
25,0.9516283646116902,0.9269208045446362,0.95181718061674,0.9336460201407092
26,0.9531556059181184,0.927694365368548,0.9528405956977386,0.9328729281767956
27,0.9534183123122048,0.9246998536013988,0.9541182974018796,0.9313482216708024
28,0.9527952870393572,0.9271949002652422,0.9537356718685264,0.9304059652029826
29,0.9499009376293368,0.9283323776105588,0.9505086609843276,0.928167654763546
30,0.9514459297921856,0.9296852383371664,0.9519204200055263,0.9311629190233136
31,0.953713914632344,0.9300018768665966,0.9534306971617524,0.9287591644764144
32,0.9530123913084008,0.9303621877645364,0.9556229327453142,0.931363071398978
33,0.9545204854602384,0.931118904563067,0.9555616892078388,0.9334808463559674
34,0.9592274571869834,0.9342655950779551,0.9606190410391046,0.9376385809312638
35,0.954927623542522,0.9322186059862276,0.9570975306938888,0.9346233586731169
