layer,3-Way LR,3-Way MLP,Cascaded LR,Cascaded MLP
0,0.3155689471336641,0.4132620786501619,0.2420806935645215,0.4163069544364508
1,0.3111630218022553,0.4286211900399898,0.2634961439588689,0.4175873731679819
2,0.3544251282486576,0.4670555837177986,0.2979378270236996,0.454750112561909
3,0.3862693108437641,0.4566019469921676,0.3417498532002349,0.454129439965134
4,0.4104335999948045,0.4779911033342722,0.3599320882852292,0.4769264738352837
5,0.3847376803535009,0.4723556089044559,0.339212228101117,0.4755555555555555
6,0.390616565981751,0.4567854671983287,0.3213747362074163,0.4456762749445676
7,0.3979236998511338,0.4429338384966005,0.3341246290801187,0.4406402845709204
8,0.43291382324875,0.492062711588214,0.3903682719546742,0.4785949506037321
9,0.4632149283008616,0.5109243805411106,0.4369929691725256,0.5130303682963601
10,0.4654565973341837,0.4991624615697579,0.4209093384154642,0.4994580533275525
11,0.4786611675556582,0.5195973422901534,0.463806264806528,0.5093437635810517
12,0.4742340111923938,0.5100982386240791,0.4580354778925072,0.5152951314088755
13,0.4872863532307953,0.5340992097810864,0.488245931283906,0.5307359307359307
14,0.5202635253256919,0.5437190371772154,0.5133098945253641,0.544434857635893
15,0.5178000626879717,0.5480678242176948,0.5094905094905094,0.5499462943071965
16,0.5542020577153105,0.5554143207532337,0.5524542829643888,0.5601217656012176
17,0.5563276981994535,0.5603880183240006,0.5557156580211335,0.5686736661667023
18,0.5620943232093991,0.5655429217217097,0.5580163697640829,0.574897030132235
19,0.5778499406862283,0.574044443221763,0.5820579232399341,0.587532023911187
20,0.5870424473767063,0.5807640809129746,0.5853314527503526,0.5894781322628354
21,0.595172237012523,0.5907496377714458,0.5940080207596131,0.5885640584694755
22,0.5937581659462606,0.5959219714861305,0.594847775175644,0.5922765094943461
23,0.6058780416365062,0.5927804184151142,0.5986934204386374,0.5869939707149009
24,0.5929630695982567,0.5888075369220381,0.583941605839416,0.593001060445387
25,0.5743461886193459,0.5932023958841292,0.5685255198487713,0.5927032216769789
26,0.5699072042827981,0.5724490755732964,0.5605156361900215,0.5925452609158679
27,0.5695097938519427,0.5870828017874088,0.5582629674306393,0.5864341909419519
28,0.5634991451718541,0.581829811964884,0.541095890410959,0.5786243386243386
29,0.5514692412543243,0.5673321506461955,0.5339925834363412,0.5664171122994652
30,0.5338544552120466,0.5830844305687087,0.5203211239337682,0.5750962772785623
31,0.5406510521244463,0.5706991183942713,0.5303180914512923,0.5631193451098664
32,0.5412859115252868,0.5819663986061302,0.5287528005974608,0.575107296137339
33,0.5309586040870553,0.5739547173296939,0.538040775733466,0.5768655120803934
34,0.5330370404128864,0.5718190599097731,0.5288799598191863,0.5739278856411351
35,0.5257797789657428,0.5720069144580279,0.5247204968944099,0.5664365832614323
