layer,f1_macro,f1_deception,f1_truth,cm_deception_deception,cm_norm_deception_deception,cm_deception_truth,cm_norm_deception_truth,cm_truth_deception,cm_norm_truth_deception,cm_truth_truth,cm_norm_truth_truth,auroc,n_samples
0,0.8223486544399202,0.8693484765461175,0.775348832333723,3846,0.8878116343490304,486,0.11218836565096953,670,0.25131282820705175,1996,0.7486871717929482,0.9065882516149809,6998
1,0.8708159502175488,0.9032253507650289,0.8384065496700688,3953,0.9125115420129271,379,0.08748845798707294,468,0.17554388597149287,2198,0.8244561140285072,0.9440625500363863,6998
2,0.9026981267835591,0.9265385458418164,0.8788577077253018,4036,0.9316712834718375,296,0.06832871652816251,344,0.12903225806451613,2322,0.8709677419354839,0.9645142082866464,6998
3,0.8988427147395348,0.924300312043159,0.8733851174359106,4047,0.9342105263157895,285,0.06578947368421052,378,0.1417854463615904,2288,0.8582145536384096,0.9632469582231353,6998
4,0.9334807338073201,0.9493499122178786,0.9176115553967618,4114,0.9496768236380425,218,0.050323176361957524,221,0.08289572393098274,2445,0.9171042760690172,0.9832578914608451,6998
5,0.9140943899031204,0.9348654082509681,0.8933233715552726,4062,0.9376731301939059,270,0.062326869806094184,296,0.1110277569392348,2370,0.8889722430607652,0.9722168261804736,6998
6,0.895725313426591,0.9209371005778829,0.8705135262752991,4001,0.9235918744228994,331,0.07640812557710065,356,0.13353338334583645,2310,0.8664666166541636,0.9653360877135249,6998
7,0.8925379107430429,0.9188091043885465,0.8662667170975394,4000,0.9233610341643582,332,0.07663896583564174,375,0.1406601650412603,2291,0.8593398349587397,0.9626895830841251,6998
8,0.921793600448444,0.940474076555368,0.9031131243415201,4078,0.9413665743305633,254,0.05863342566943675,262,0.09827456864216054,2404,0.9017254313578394,0.9799776689178115,6998
9,0.9590918789323313,0.9688467000957288,0.9493370577689337,4199,0.9692982456140351,133,0.03070175438596491,137,0.05138784696174044,2529,0.9486121530382595,0.9939687819346841,6998
10,0.9512351628238388,0.962819015261822,0.9396513103858556,4169,0.9623730378578024,163,0.0376269621421976,159,0.059639909977494375,2507,0.9403600900225056,0.9911945296650053,6998
