layer,3-Way LR,3-Way MLP,Cascaded LR,Cascaded MLP
0,0.4973703022927416,0.5571306577170562,0.4974282395885183,0.563744730338712
1,0.5261373237729,0.5578158458774071,0.5352422907488987,0.5668558126000292
2,0.5403649188050248,0.5761962290077032,0.537515762925599,0.5949748743718593
3,0.5568444706640345,0.5625029100198763,0.5544956997654418,0.5831570038087177
4,0.5700377211697176,0.5864524580302424,0.5536353728787171,0.5981761185522941
5,0.5710146784194045,0.6044455445215158,0.5608729540140296,0.6093727877672377
6,0.5686408189390025,0.6024440811629436,0.5548895899053627,0.6126431904963937
7,0.5686812601389484,0.6041118922989341,0.5687761101655577,0.6053596614950635
8,0.5758676005496632,0.6107325475660094,0.5730215270249341,0.6163219042221593
9,0.5878055644266753,0.6212999227392005,0.5801922783457958,0.6271328671328671
10,0.5989950688570282,0.6234362474686993,0.595166163141994,0.6264755480607083
11,0.6098738821101082,0.6425829374302818,0.6030407948216168,0.6394062456238622
12,0.6225324060168178,0.6427934578251341,0.6147342995169082,0.6493070138597228
13,0.6346396036057065,0.6446413132563731,0.6289383305957892,0.651858060910869
14,0.6421000666385946,0.6620167091213823,0.6335809806835067,0.6662015071169411
15,0.665493983483518,0.6683769800962568,0.6647213306098628,0.6762346981848881
16,0.6792369566093558,0.6780830947479141,0.6687116564417178,0.6821553533939818
17,0.684009803933942,0.6927676942405813,0.6752599970704556,0.6959573273441887
18,0.6958318763641378,0.6864618394078843,0.689293517844137,0.6980546941076966
19,0.6978959911582837,0.6952657391739703,0.6995695839311334,0.704170165127344
20,0.6964096970969129,0.6928651683460766,0.690171247661534,0.7035063113604488
21,0.6895952052707942,0.6920595495549138,0.6845753899480069,0.6906232453677709
22,0.691175040027677,0.6864107606426211,0.6885059108389119,0.691437351585417
23,0.6820616397259538,0.68579776390101,0.6845042209185863,0.688643665316385
24,0.6836631706791068,0.6871352518665453,0.6794450007152053,0.6858675702385995
25,0.684266000515235,0.6733730441292384,0.6804419572392022,0.6784116331096197
26,0.6799808801522496,0.6832619087426459,0.6763271162123385,0.6900601146372152
27,0.662992169886748,0.666576551342969,0.6605399195864445,0.6670411459064738
