layer,f1_macro,f1_deception,f1_truth,cm_deception_deception,cm_norm_deception_deception,cm_deception_truth,cm_norm_deception_truth,cm_truth_deception,cm_norm_truth_deception,cm_truth_truth,cm_norm_truth_truth,auroc,n_samples
0,0.953257947799149,0.9533681195207642,0.9531477760775339,3905,0.965389369592089,140,0.034610630407911,242,0.05862403100775194,3886,0.9413759689922481,0.9880652905020296,8173
1,0.9385723441595965,0.9389214511444605,0.9382232371747324,3860,0.9542645241038319,185,0.04573547589616811,317,0.07679263565891473,3811,0.9232073643410853,0.9804066744538137,8173
2,0.9495838170725838,0.9498328523063634,0.9493347818388042,3900,0.9641532756489494,145,0.03584672435105068,267,0.06468023255813954,3861,0.9353197674418605,0.9853573456077489,8173
3,0.9432222023366699,0.9435218414620135,0.9429225632113262,3877,0.9584672435105068,168,0.0415327564894932,296,0.07170542635658915,3832,0.9282945736434108,0.9833568329947203,8173
4,0.949709381719379,0.9496591136758274,0.9497596497629306,3879,0.9589616810877627,166,0.04103831891223733,245,0.05935077519379845,3883,0.9406492248062015,0.9889866748728284,8173
5,0.9637802666483162,0.963677677834719,0.9638828554619134,3927,0.9708281829419035,118,0.029171817058096416,178,0.04312015503875969,3950,0.9568798449612403,0.9932419186129773,8173
6,0.9586419659952015,0.9584620890292797,0.9588218429611233,3901,0.9644004944375772,144,0.035599505562422744,194,0.04699612403100775,3934,0.9530038759689923,0.9915240364448635,8173
7,0.9513000078352999,0.9511175017088457,0.9514825139617541,3871,0.9569839307787392,174,0.04301606922126082,224,0.05426356589147287,3904,0.9457364341085271,0.989731986282069,8173
8,0.9601079278887672,0.9597623612889828,0.9604534944885517,3888,0.961186650185414,157,0.03881334981458591,169,0.04093992248062016,3959,0.9590600775193798,0.9932941187994299,8173
9,0.9723434465134769,0.9720629703324581,0.9726239226944957,3932,0.9720642768850433,113,0.027935723114956738,113,0.027374031007751938,4015,0.9726259689922481,0.9975935758667737,8173
10,0.9716096819607567,0.971316788574535,0.9719025753469783,3929,0.9713226205191594,116,0.028677379480840544,116,0.02810077519379845,4012,0.9718992248062015,0.997620231200085,8173
11,0.9714878549616608,0.9712216946914344,0.9717540152318872,3932,0.9720642768850433,113,0.027935723114956738,120,0.029069767441860465,4008,0.9709302325581395,0.9976623090024445,8173
12,0.9716094195396461,0.9713367219429229,0.9718821171363692,3930,0.9715698393077874,115,0.02843016069221261,117,0.028343023255813952,4011,0.971656976744186,0.9979147293803179,8173
13,0.9722216119740682,0.971945387987619,0.9724978359605174,3933,0.9723114956736711,112,0.0276885043263288,115,0.027858527131782947,4013,0.9721414728682171,0.9983054897934954,8173
14,0.972343983925799,0.9720555232892505,0.9726324445623474,3931,0.9718170580964153,114,0.028182941903584672,112,0.027131782945736434,4016,0.9728682170542635,0.9984536971761206,8173
15,0.9723444126485448,0.9720559306315831,0.9726328946655063,3931,0.9718170580964153,114,0.028182941903584672,112,0.027131782945736434,4016,0.9728682170542635,0.998482783340004,8173
16,0.9724666586755844,0.9721751838702193,0.9727581334809494,3931,0.9718170580964153,114,0.028182941903584672,111,0.02688953488372093,4017,0.9731104651162791,0.9984880598440338,8173
17,0.9718548919036132,0.9715820589755915,0.9721277248316348,3932,0.9720642768850433,113,0.027935723114956738,117,0.028343023255813952,4011,0.971656976744186,0.9984985553509155,8173
18,0.9708747648030139,0.9705331073211448,0.971216422284883,3921,0.9693448702101359,124,0.030655129789864028,114,0.027616279069767442,4014,0.9723837209302325,0.9984729002116024,8173
19,0.9708751211386972,0.9705690530435567,0.9711811892338378,3925,0.9703337453646477,120,0.029666254635352288,118,0.028585271317829456,4010,0.9714147286821705,0.9985051162897844,8173
20,0.9707531853659161,0.9704739029501969,0.9710324677816355,3929,0.9713226205191594,116,0.028677379480840544,123,0.029796511627906978,4005,0.970203488372093,0.9984671796606179,8173
21,0.9718551392491988,0.9716032000137167,0.9721070784846807,3935,0.9728059332509271,110,0.027194066749072928,120,0.029069767441860465,4008,0.9709302325581395,0.9985026705850908,8173
22,0.9719774604798737,0.9717106467112476,0.9722442742484997,3933,0.9723114956736711,112,0.0276885043263288,117,0.028343023255813952,4011,0.971656976744186,0.9985291659308965,8173
23,0.9714877012706353,0.9712009415674616,0.971774460973809,3929,0.9713226205191594,116,0.028677379480840544,117,0.028343023255813952,4011,0.971656976744186,0.998528845230318,8173
24,0.9717314479867484,0.9714273770840084,0.9720355188894884,3927,0.9708281829419035,118,0.029171817058096416,113,0.027374031007751938,4015,0.9726259689922481,0.9985170028898424,8173
25,0.9713637349139833,0.9710379193279094,0.9716895505000572,3924,0.9700865265760198,121,0.029913473423980222,113,0.027374031007751938,4015,0.9726259689922481,0.9985427465483194,8173
26,0.9708746734692155,0.9705675545728566,0.9711817923655743,3926,0.9705809641532757,119,0.02941903584672435,119,0.02882751937984496,4009,0.971172480620155,0.9985301507065978,8173
27,0.971609792075707,0.9713293846845389,0.9718901994668752,3931,0.9718170580964153,114,0.028182941903584672,118,0.028585271317829456,4010,0.9714147286821705,0.9984976953727243,8173
