layer,3-Way LR,3-Way MLP,Cascaded LR,Cascaded MLP
0,0.6119054843175386,0.6697879568101648,0.5846394997869998,0.6749021121602793
1,0.6491614701687773,0.6735769483644433,0.6266897237004708,0.6767964193584076
2,0.6981499836792429,0.7187683054089803,0.6798031066513603,0.7210821304114678
3,0.6988980782411977,0.7197248064135461,0.6815722157173694,0.7255252959134894
4,0.733852393781223,0.7487514111107624,0.7187443730549914,0.7465897733355437
5,0.7242262252483762,0.7304996738258133,0.7051404349209615,0.7353110619710651
6,0.6982663441915061,0.6968488609833953,0.6839466654377447,0.7018000060040644
7,0.6905365473058432,0.6972651805390827,0.6775094162824695,0.7042496389850209
8,0.725712280192116,0.728209770448462,0.715698323818201,0.7355028545956023
9,0.7685173524595329,0.7615997931930094,0.7551753627164484,0.7611492084931283
10,0.7564480649755088,0.7491290710081406,0.7487637753786588,0.7511583245596842
11,0.7683295035217159,0.7637135839964632,0.7563041158170565,0.7671357366285894
12,0.7655407801037416,0.7647517161409659,0.7598302601071899,0.7603201964592659
13,0.7837358672301123,0.7678596590884023,0.7715995295631372,0.7730793582970558
14,0.7931634466158458,0.777101829071516,0.7895495410370397,0.7764507380802604
15,0.7962655838551238,0.7833863337811303,0.7928411315856868,0.7857691897128424
16,0.797825734497336,0.7863224102644475,0.7993292132118633,0.7929983825979608
17,0.8040598444691027,0.7908034773823723,0.8043957790740199,0.7913458098648828
18,0.8035106407582114,0.7962715287438421,0.803858127524726,0.7937517971100125
19,0.8063475793007521,0.7961940353024958,0.8073366473225924,0.7925218819042125
20,0.8080186029995647,0.7984685549903591,0.8126792586226363,0.7983813716900565
21,0.8055027305372081,0.8018430359711014,0.8044162242675995,0.8007392593932132
22,0.8095587724406079,0.8049184868855557,0.8113200355584751,0.8007285361856562
23,0.8122744411038534,0.8050311663814672,0.8090740812362828,0.8032607983932754
24,0.8105771469681967,0.8000118664123753,0.8085220742399944,0.802743192378022
25,0.8075896996597568,0.8036626724567203,0.8059275828328722,0.8047051919127782
26,0.807577238031134,0.8004227164835133,0.807597853472625,0.8019166823596983
27,0.8053103735127357,0.8020075223044385,0.8078240834839133,0.8030701897417002
28,0.8055670185087496,0.7998251706643341,0.8061322104971401,0.8044739048281363
29,0.7998993558169519,0.7959930547150343,0.8029467039776309,0.8028328707419888
30,0.8035412123672084,0.802182621079356,0.8039833074311243,0.8060310213694484
31,0.8029807921275721,0.8025011284266398,0.8032219056104523,0.801932040411308
32,0.8035977645059228,0.8013211554254148,0.8026690407214003,0.8022429873707542
33,0.8047660205238341,0.7996936713374362,0.8006648186167274,0.7995789467357209
34,0.8048294189850388,0.7896940496720987,0.7963684486077955,0.7937996167144332
35,0.8027870727223894,0.7967731461266204,0.7985136983657979,0.7987792195032056
