layer,f1_macro,f1_deception,f1_truth,cm_deception_deception,cm_norm_deception_deception,cm_deception_truth,cm_norm_deception_truth,cm_truth_deception,cm_norm_truth_deception,cm_truth_truth,cm_norm_truth_truth,auroc,n_samples
0,0.7826427214873184,0.8588206791599211,0.7064647638147156,5347,0.9010785305021908,587,0.09892146949780924,1171,0.3562519014298753,2116,0.6437480985701247,0.8719492609815573,9221
1,0.8038253973837595,0.8667171619705055,0.7409336327970133,5277,0.8892821031344793,657,0.11071789686552073,966,0.2938850015211439,2321,0.7061149984788561,0.8863127534364251,9221
2,0.8057794545690398,0.8668140461413774,0.7447448629967021,5253,0.8852376137512639,681,0.1147623862487361,933,0.28384545177973836,2354,0.7161545482202616,0.8975319721974288,9221
3,0.82528765822243,0.8782378745481099,0.77233744189675,5276,0.8891135827435119,658,0.11088641725648804,805,0.24490416793428657,2482,0.7550958320657134,0.9183645363101933,9221
4,0.8409142534513234,0.8886021018192368,0.7932264050834099,5324,0.8972025615099427,610,0.10279743849005729,725,0.22056586553087923,2562,0.7794341344691208,0.9246193729940428,9221
5,0.9060151094494073,0.9332188763673124,0.8788113425315023,5547,0.9347826086956522,387,0.06521739130434782,407,0.12382111347733496,2880,0.8761788865226651,0.9705903318946631,9221
6,0.9047327885499783,0.9320889185692007,0.8773766585307559,5531,0.9320862824401752,403,0.06791371755982474,403,0.12260419835716459,2884,0.8773958016428354,0.9685794110813667,9221
7,0.9126828279376682,0.937706860188991,0.8876587956863453,5563,0.9374789349511291,371,0.06252106504887091,368,0.11195619105567386,2919,0.8880438089443261,0.971431639018752,9221
8,0.8693974206880015,0.908357740480848,0.830437100895155,5438,0.9164138860802157,496,0.0835861139197843,601,0.1828414968055978,2686,0.8171585031944022,0.9438275962385418,9221
9,0.8643265811980239,0.9049200407023681,0.8237331216936795,5421,0.9135490394337715,513,0.08645096056622852,626,0.19044721630666261,2661,0.8095527836933374,0.9399633630351631,9221
10,0.8555872847164885,0.8981348029420688,0.8130397664909083,5360,0.9032692955847658,574,0.09673070441523424,642,0.19531487678734408,2645,0.804685123212656,0.9395506808191518,9221
11,0.8923906819614815,0.9235544839107392,0.8612268800122237,5490,0.9251769464105156,444,0.07482305358948432,465,0.1414663827198053,2822,0.8585336172801947,0.963205662196707,9221
12,0.9022044342006854,0.9303564521412511,0.8740524162601199,5524,0.9309066397034041,410,0.0690933602965959,417,0.12686340127776088,2870,0.8731365987222391,0.9654960570144869,9221
13,0.882119538557596,0.9158240300284263,0.8484150470867657,5428,0.9147286821705426,506,0.08527131782945736,492,0.1496805597809553,2795,0.8503194402190447,0.955467731043172,9221
14,0.9428433511708327,0.9589836048064772,0.9267030975351883,5669,0.9553420963936636,265,0.04465790360633637,220,0.06693033160937024,3067,0.9330696683906298,0.9873752811718545,9221
15,0.9432264470947759,0.9592073563869379,0.9272455378026139,5669,0.9553420963936636,265,0.04465790360633637,217,0.06601764526924248,3070,0.9339823547307575,0.9885679216002604,9221
16,0.9496932619096559,0.9638682987483822,0.9355182250709296,5694,0.9595551061678463,240,0.04044489383215369,187,0.05689078186796471,3100,0.9431092181320353,0.9919161008316235,9221
17,0.9540245231936766,0.966835186432659,0.9412138599546942,5701,0.9607347489046174,233,0.03926525109538254,158,0.04806814724672954,3129,0.9519318527532704,0.9932764932673857,9221
18,0.9670035899164668,0.9763192227829643,0.9576879570499693,5772,0.9726996966632963,162,0.027300303336703743,118,0.03589899604502586,3169,0.9641010039549741,0.9978596585096939,9221
19,0.9670012633996717,0.9763209288265093,0.9576815979728341,5774,0.9730367374452309,160,0.026963262554769128,120,0.03650745360511105,3167,0.9634925463948889,0.9976696783168775,9221
20,0.9679238964543759,0.9770164163807571,0.9588313765279948,5782,0.9743849005729693,152,0.02561509942703067,120,0.03650745360511105,3167,0.9634925463948889,0.9976760088530463,9221
21,0.9695436619730251,0.9782272212656553,0.9608601026803948,5795,0.9765756656555443,139,0.02342433434445568,119,0.03620322482506845,3168,0.9637967751749316,0.9977627563856994,9221
22,0.9648302122865556,0.9748445569516182,0.9548158676214931,5773,0.9728682170542635,161,0.027131782945736434,137,0.041679342865835106,3150,0.9583206571341649,0.9974317427382312,9221
23,0.9705681841512871,0.9790207225742099,0.9621156457283643,5810,0.979103471520054,124,0.020896528479946073,125,0.038028597505324,3162,0.9619714024946759,0.9984413458725072,9221
24,0.9698767666846969,0.9784991694783651,0.9612543638910287,5802,0.9777553083923155,132,0.022244691607684528,123,0.03742013994523882,3164,0.9625798600547611,0.9983626349708572,9221
25,0.9710532555264799,0.9793462528786107,0.9627602581743491,5809,0.9789349511290866,125,0.02106504887091338,120,0.03650745360511105,3167,0.9634925463948889,0.9982419056464108,9221
26,0.9697764304412514,0.9783994316522193,0.9611534292302835,5798,0.9770812268284462,136,0.022918773171553757,120,0.03650745360511105,3167,0.9634925463948889,0.9981675864552034,9221
27,0.969789104048882,0.9783877115410264,0.9611904965567375,5795,0.9765756656555443,139,0.02342433434445568,117,0.03559476726498327,3170,0.9644052327350168,0.9980762889290477,9221
28,0.969416038223916,0.9781504613458845,0.9606816151019475,5798,0.9770812268284462,136,0.022918773171553757,123,0.03742013994523882,3164,0.9625798600547611,0.9979942674842158,9221
29,0.9692964711458365,0.9780674052076644,0.9605255370840086,5798,0.9770812268284462,136,0.022918773171553757,124,0.03772436872528141,3163,0.9622756312747186,0.9980941004049113,9221
30,0.9692943963740892,0.9780705392577571,0.9605182534904213,5799,0.9772497472194136,135,0.02275025278058645,125,0.038028597505324,3162,0.9619714024946759,0.9980474702790222,9221
31,0.9694284982689614,0.9781406967268722,0.9607162998110506,5796,0.9767441860465116,138,0.023255813953488372,121,0.036811682385153636,3166,0.9631883176148464,0.9980077287833324,9221
32,0.9683717576882991,0.9773753011336008,0.9593682142429973,5791,0.975901584091675,143,0.024098415908324906,125,0.038028597505324,3162,0.9619714024946759,0.9978307462770328,9221
33,0.9683527285353684,0.9773929798242452,0.9593124772464916,5794,0.9764071452645771,140,0.023592854735422986,128,0.03894128384545178,3159,0.9610587161545482,0.9979191626996645,9221
34,0.9688015221122996,0.9777512278634996,0.9598518163610997,5802,0.9777553083923155,132,0.022244691607684528,132,0.04015819896562215,3155,0.9598418010343779,0.9979657406318534,9221
35,0.9697575810372161,0.9784160705539022,0.9610990915205301,5803,0.9779238287832828,131,0.022076171216717223,125,0.038028597505324,3162,0.9619714024946759,0.9980774876817001,9221
36,0.9703378517409988,0.9788459717441714,0.9618297317378264,5808,0.9787664307381193,126,0.021233569261880688,125,0.038028597505324,3162,0.9619714024946759,0.9981192636853503,9221
37,0.9681028110073847,0.977235598862156,0.9589700231526134,5796,0.9767441860465116,138,0.023255813953488372,132,0.04015819896562215,3155,0.9598418010343779,0.9979193868602915,9221
38,0.9678778586730685,0.9770574618176718,0.9586982555284653,5792,0.9760701044826424,142,0.0239298955173576,130,0.039549741405536964,3157,0.9604502585944631,0.997694975950904,9221
39,0.9671487942020469,0.9765699501778995,0.9577276382261942,5794,0.9764071452645771,140,0.023592854735422986,138,0.0419835716458777,3149,0.9580164283541223,0.9975960130093956,9221
40,0.969030203499724,0.9779269003687887,0.9601335066306593,5803,0.9779238287832828,131,0.022076171216717223,131,0.039853970185579554,3156,0.9601460298144204,0.9976530559039333,9221
41,0.9698844330737832,0.9784925972152015,0.9612762689323651,5801,0.9775867880013481,133,0.022413211998651837,122,0.037115911165196226,3165,0.9628840888348038,0.9979459280143566,9221
